#db1	pw1	db2	pw2	name_jaccard	node_jaccard
panther	Metabotropic_glutamate_receptor_group_II_pathway.txt	pid	Signaling_events_mediated_by_HDAC_Class_II.txt	ii	0.028571
panther	5HT4_type_receptor_mediated_signaling_pathway.txt	pid	LPA_receptor_mediated_events.txt	mediated	0.268293
panther	Beta1_adrenergic_receptor_signaling_pathway.txt	pid	Alpha4_beta1_integrin_signaling_events.txt	beta1	0.038462
panther	Heterotrimeric_G-protein_signaling_pathway-Gi_alpha_and_Gs_alpha_mediated_pathway.txt	pid	LPA_receptor_mediated_events.txt	mediated	0.112676
panther	Histamine_H2_receptor_mediated_signaling_pathway.txt	pid	LPA_receptor_mediated_events.txt	mediated	0.354839
panther	5HT1_type_receptor_mediated_signaling_pathway.txt	pid	LPA_receptor_mediated_events.txt	mediated	0.181818
panther	Heterotrimeric_G-protein_signaling_pathway-Gq_alpha_and_Go_alpha_mediated_pathway.txt	pid	Signaling_events_mediated_by_Hepatocyte_Growth_Factor_Receptor_~c-Met~.txt	mediated	0.184932
panther	Apoptosis_signaling_pathway.txt	pid	Caspase_Cascade_in_Apoptosis.txt	apoptosis	0.268519
panther	FGF_signaling_pathway.txt	pid	FGF_signaling_pathway.txt	fgf	0.365385
panther	Angiogenesis.txt	pid	Integrins_in_angiogenesis.txt	angiogenesis	0.180645
panther	PI3_kinase_pathway.txt	pid	Signaling_events_regulated_by_Ret_tyrosine_kinase.txt	kinase	0.341463
panther	VEGF_signaling_pathway.txt	pid	VEGF_and_VEGFR_signaling_network.txt	vegf	0.028169
panther	Ras_Pathway.txt	pid	Ras_signaling_in_the_CD4+_TCR_pathway.txt	ras	0.189873
panther	p53_pathway.txt	pid	p53_pathway.txt	p53	0.277778
panther	p53_pathway_by_glucose_deprivation.txt	pid	Direct_p53_effectors.txt	p53	0.277778
panther	PDGF_signaling_pathway.txt	pid	PDGF_receptor_signaling_network.txt	pdgf	0.028571
panther	FAS_signaling_pathway.txt	pid	HIV-1_Nef:_Negative_effector_of_Fas_and_TNF-alpha.txt	fas	0.466667
panther	Axon_guidance_mediated_by_semaphorins.txt	pid	Signaling_events_mediated_by_VEGFR1_and_VEGFR2.txt	mediated	0.263158
panther	Circadian_clock_system.txt	pid	Circadian_rhythm_pathway.txt	circadian	0.777778
panther	Metabotropic_glutamate_receptor_group_I_pathway.txt	pid	Fc-epsilon_receptor_I_signaling_in_mast_cells.txt	i	0.325581
panther	Hedgehog_signaling_pathway.txt	pid	Hedgehog_signaling_events_mediated_by_Gli_proteins.txt	hedgehog	0.684211
panther	p53_pathway_feedback_loops_2.txt	pid	p53_pathway.txt	p53	0.200000
panther	Axon_guidance_mediated_by_Slit-Robo.txt	pid	Signaling_events_mediated_by_VEGFR1_and_VEGFR2.txt	mediated	0.277778
panther	Axon_guidance_mediated_by_netrin.txt	pid	LPA_receptor_mediated_events.txt	mediated	0.400000
panther	p38_MAPK_pathway.txt	pid	p38_MAPK_signaling_pathway.txt	p38|mapk	0.343750
panther	Histamine_H1_receptor_mediated_signaling_pathway.txt	pid	Signaling_events_mediated_by_Hepatocyte_Growth_Factor_Receptor_~c-Met~.txt	mediated	0.463415
panther	5HT2_type_receptor_mediated_signaling_pathway.txt	pid	Signaling_events_mediated_by_Hepatocyte_Growth_Factor_Receptor_~c-Met~.txt	mediated	0.372549
panther	Oxytocin_receptor_mediated_signaling_pathway.txt	pid	Signaling_events_mediated_by_Hepatocyte_Growth_Factor_Receptor_~c-Met~.txt	mediated	0.500000
panther	Insulin-IGF_pathway-mitogen_activated_protein_kinase_kinase-MAP_kinase_cascade.txt	pid	Signaling_events_regulated_by_Ret_tyrosine_kinase.txt	kinase	0.482759
panther	Insulin-IGF_pathway-protein_kinase_B_signaling_cascade.txt	pid	Signaling_events_regulated_by_Ret_tyrosine_kinase.txt	kinase	0.411765
panther	Plasminogen_activating_cascade.txt	pid	Urokinase-type_plasminogen_activator_~uPA~_and_uPAR-mediated_signaling.txt	plasminogen	0.545455
panther	Integrin_signalling_pathway.txt	inoh	Integrin_signaling_pathway_~_Integrin_signaling_pathway_~.txt	integrin	0.460606
panther	TGF-beta_signaling_pathway.txt	inoh	TGF_beta_signaling_pathway~through_TAK1~_~_TGF-beta_signaling~through_TAK1~_~.txt	tgfbeta	0.065934
panther	Wnt_signaling_pathway.txt	inoh	Signaling_with_Wnt_~Canonical~_~_Canonical_Wnt_signaling_pathway_Diagram_~.txt	wnt	0.172285
panther	Notch_signaling_pathway.txt	inoh	Canonical_Notch_signaling_pathway_~_Notch_signaling_pathway_Diagram_~.txt	notch	0.541667
panther	Ionotropic_glutamate_receptor_pathway.txt	inoh	Heterotrimeric_GPCR_signaling_pathway_~through_glutamate,_G_alpha_q_and_PLC_beta~_~_GPCR_GroupI_metabotropic_glutamate_receptor_signaling_pathway_~.txt	glutamate	0.145161
panther	Metabotropic_glutamate_receptor_group_II_pathway.txt	inoh	G_alpha_q_GDP-GTP_exchange_signaling_~_GPCR_GroupI_metabotropic_glutamate_receptor_signaling_pathway_~.txt	glutamate|metabotropic	0.085714
panther	Metabotropic_glutamate_receptor_group_III_pathway.txt	inoh	G_alpha_q_GDP-GTP_exchange_signaling_~_GPCR_GroupI_metabotropic_glutamate_receptor_signaling_pathway_~.txt	glutamate|metabotropic	0.083333
panther	Heterotrimeric_G-protein_signaling_pathway-Gi_alpha_and_Gs_alpha_mediated_pathway.txt	inoh	Heterotrimeric_GPCR_signaling_pathway_~through_G_alpha_i_and_pertussis_toxin~_~_GPCR_signaling_~pertussis_toxin~_~.txt	heterotrimeric|alpha	0.126761
panther	Heterotrimeric_G-protein_signaling_pathway-Gq_alpha_and_Go_alpha_mediated_pathway.txt	inoh	Heterotrimeric_GPCR_signaling_pathway_~through_G_alpha_q,_PLC_beta_and_ERK_cascade~_~_GPCR_signaling_~G_alpha_q~_~.txt	heterotrimeric|alpha	0.184932
panther	Alpha_adrenergic_receptor_signaling_pathway.txt	inoh	Heterotrimeric_GPCR_signaling_pathway_~through_G_alpha_q,_PLC_beta_and_ERK_cascade~_~_GPCR_signaling_~G_alpha_q~_~.txt	alpha	0.250000
panther	EGF_receptor_signaling_pathway.txt	inoh	EGF_signaling_pathway_~_EGF_signaling_pathway_Diagram_~.txt	egf	0.087719
panther	FGF_signaling_pathway.txt	inoh	FGF_signaling_pathway_~_FGF_signaling_pathway_~.txt	fgf	0.326923
panther	VEGF_signaling_pathway.txt	inoh	VEGF_signaling_pathway_~_VEGF_signaling_pathway_~.txt	vegf	0.436620
panther	Ras_Pathway.txt	inoh	T_cell_receptor_signaling_~PLC_gamma,_PKC,_Ras_and_ERK_cascade~_~_CD4_T_cell_receptor_signaling_~ERK_cascade~_~.txt	ras	0.012658
panther	T_cell_activation.txt	inoh	T_cell_receptor_signaling_pathway_~_CD4_T_cell_receptor_signaling_~.txt	t_cell	0.104000
panther	PDGF_signaling_pathway.txt	inoh	PDGF_signaling_pathway_~_PDGF_signaling_pathway_~.txt	pdgf	0.092857
panther	FAS_signaling_pathway.txt	inoh	Fas_signaling_pathway_~_Fas_signaling_pathway_~.txt	fas	0.333333
panther	B_cell_activation.txt	inoh	B_cell_receptor_signaling_pathway_~_B_cell_receptor_signaling_~.txt	b_cell	0.100917
panther	Metabotropic_glutamate_receptor_group_I_pathway.txt	inoh	Heterotrimeric_GPCR_signaling_pathway_~through_glutamate,_G_alpha_q_and_PLC_beta~_~_GPCR_GroupI_metabotropic_glutamate_receptor_signaling_pathway_~.txt	glutamate|metabotropic	0.116279
panther	Hedgehog_signaling_pathway.txt	inoh	Ci-Gli_processing_signaling_~_Hedgehog_signaling_pathway_~.txt	hedgehog	0.210526
panther	Heterotrimeric_G-protein_signaling_pathway-rod_outer_segment_phototransduction.txt	inoh	Heterotrimeric_GPCR_signaling_pathway_~through_Adenosine_G_alpha_s~_~_GPCR_Adenosine_A2A_receptor_signaling_pathway_~.txt	heterotrimeric	0.172414
panther	p38_MAPK_pathway.txt	inoh	p38_cascade_~_IL-1_signaling_pathway_~through_p38_cascade~_~.txt	p38	0.218750
panther	JAK-STAT_signaling_pathway.txt	inoh	Positive_regulation_of_~Transcription_of_SOCS_by_STAT_dimer~_in_JAK_STAT_pathway_~_JAK-STAT_pathway_and_regulation_pathway_Diagram_~.txt	jakstat	0.666667
panther	TGF-beta_signaling_pathway.txt	kegg_expanded	TGF-beta_signaling_pathway.txt	tgfbeta	0.494505
panther	Wnt_signaling_pathway.txt	kegg_expanded	Wnt_signaling_pathway.txt	wnt	0.307116
panther	Notch_signaling_pathway.txt	kegg_expanded	Notch_signaling_pathway.txt	notch	0.708333
panther	Beta1_adrenergic_receptor_signaling_pathway.txt	kegg_expanded	Adrenergic_signaling_in_cardiomyocytes.txt	adrenergic	0.269231
panther	Beta2_adrenergic_receptor_signaling_pathway.txt	kegg_expanded	Adrenergic_signaling_in_cardiomyocytes.txt	adrenergic	0.282051
panther	Beta3_adrenergic_receptor_signaling_pathway.txt	kegg_expanded	Adrenergic_signaling_in_cardiomyocytes.txt	adrenergic	0.387097
panther	Heterotrimeric_G-protein_signaling_pathway-Gq_alpha_and_Go_alpha_mediated_pathway.txt	kegg_expanded	Natural_killer_cell_mediated_cytotoxicity.txt	mediated	0.020548
panther	Alpha_adrenergic_receptor_signaling_pathway.txt	kegg_expanded	Adrenergic_signaling_in_cardiomyocytes.txt	adrenergic	0.437500
panther	Apoptosis_signaling_pathway.txt	kegg_expanded	Apoptosis.txt	apoptosis	0.472222
panther	VEGF_signaling_pathway.txt	kegg_expanded	VEGF_signaling_pathway.txt	vegf	0.436620
panther	Ras_Pathway.txt	kegg_expanded	Ras_signaling_pathway.txt	ras	0.544304
panther	T_cell_activation.txt	kegg_expanded	T_cell_receptor_signaling_pathway.txt	t_cell	0.392000
panther	p53_pathway.txt	kegg_expanded	p53_signaling_pathway.txt	p53	0.250000
panther	p53_pathway_by_glucose_deprivation.txt	kegg_expanded	p53_signaling_pathway.txt	p53	0.055556
panther	Glycolysis.txt	kegg_expanded	Glycolysis_-_Gluconeogenesis.txt	glycolysis	1.000000
panther	Blood_coagulation.txt	kegg_expanded	Complement_and_coagulation_cascades.txt	coagulation	0.631579
panther	B_cell_activation.txt	kegg_expanded	B_cell_receptor_signaling_pathway.txt	b_cell	0.311927
panther	Axon_guidance_mediated_by_semaphorins.txt	kegg_expanded	Axon_guidance.txt	axon	0.736842
panther	Circadian_clock_system.txt	kegg_expanded	Circadian_rhythm.txt	circadian	0.888889
panther	Hedgehog_signaling_pathway.txt	kegg_expanded	Hedgehog_signaling_pathway.txt	hedgehog	0.631579
panther	Heterotrimeric_G-protein_signaling_pathway-rod_outer_segment_phototransduction.txt	kegg_expanded	Phototransduction.txt	phototransduction	0.413793
panther	p53_pathway_feedback_loops_2.txt	kegg_expanded	p53_signaling_pathway.txt	p53	0.085714
panther	Axon_guidance_mediated_by_Slit-Robo.txt	kegg_expanded	Axon_guidance.txt	axon	0.777778
panther	Androgen-estrogene-progesterone_biosynthesis.txt	kegg_expanded	Steroid_hormone_biosynthesis.txt	biosynthesis	0.666667
panther	Adrenaline_and_noradrenaline_biosynthesis.txt	kegg_expanded	Steroid_hormone_biosynthesis.txt	biosynthesis	0.052632
panther	Axon_guidance_mediated_by_netrin.txt	kegg_expanded	Axon_guidance.txt	axon	0.666667
panther	Oxidative_stress_response.txt	kegg_expanded	Fluid_shear_stress_and_atherosclerosis.txt	stress	0.255814
panther	p38_MAPK_pathway.txt	kegg_expanded	MAPK_signaling_pathway.txt	mapk	0.781250
panther	Cholesterol_biosynthesis.txt	kegg_expanded	Terpenoid_backbone_biosynthesis.txt	biosynthesis	0.750000
panther	Histamine_H1_receptor_mediated_signaling_pathway.txt	kegg_expanded	Natural_killer_cell_mediated_cytotoxicity.txt	mediated	0.121951
panther	5HT2_type_receptor_mediated_signaling_pathway.txt	kegg_expanded	Natural_killer_cell_mediated_cytotoxicity.txt	mediated	0.098039
panther	Oxytocin_receptor_mediated_signaling_pathway.txt	kegg_expanded	Oxytocin_signaling_pathway.txt	oxytocin	0.236842
panther	Insulin-IGF_pathway-protein_kinase_B_signaling_cascade.txt	kegg_expanded	Hepatitis_B.txt	b	0.058824
panther	JAK-STAT_signaling_pathway.txt	kegg_expanded	JAK-STAT_signaling_pathway.txt	jakstat	0.666667
inoh	Canonical_Notch_signaling_pathway_~_Notch_signaling_pathway_Diagram_~.txt	netpath	Notch.txt	notch	0.947368
inoh	Canonical_Wnt_signaling_pathway_~_Canonical_Wnt_signaling_pathway_Diagram_~.txt	netpath	Wnt.txt	wnt	0.464286
inoh	Beta_catenin_degradation_signaling_~Canonical~_~_Canonical_Wnt_signaling_pathway_Diagram_~.txt	netpath	Wnt.txt	wnt	0.750000
inoh	Stabilization_and_accumulation_of_cytoplasmic_beta-catenin_~Canonical~_~_Canonical_Wnt_signaling_pathway_Diagram_~.txt	netpath	Wnt.txt	wnt	0.958333
inoh	Signaling_with_Wnt_~Canonical~_~_Canonical_Wnt_signaling_pathway_Diagram_~.txt	netpath	Wnt.txt	wnt	0.617021
inoh	Ci-Gli_processing_signaling_~_Hedgehog_signaling_pathway_~.txt	netpath	Hedgehog.txt	hedgehog	0.235294
inoh	Gli_processing_signaling_~_Hedgehog_signaling_pathway_~.txt	netpath	Hedgehog.txt	hedgehog	0.133333
inoh	NF-kB_signaling_~_IL-1_signaling_pathway_~through_NF-kappaB~_~.txt	netpath	IL1.txt	il1	0.583333
inoh	IL-3_signaling_pathway~JAK1_JAK2_STAT5~_~_IL-3_signaling~JAK1_JAK2_STAT5~_~.txt	netpath	IL3.txt	il3	1.000000
inoh	IL-5_signaling_pathway~JAK1_JAK2_STAT1_STAT5~_~_IL-5_signaling~JAK1_JAK2_STAT1_STAT5~_~.txt	netpath	IL5.txt	il5	0.727273
inoh	Notch_secretory_pathway_~_Notch_signaling_pathway_Diagram_~.txt	netpath	Notch.txt	notch	1.000000
inoh	IL-1_signaling~through_IKK-NFkB_cascade~~canonical~_~_IL-1_signaling_pathway_~through_NF-kappaB~_~.txt	netpath	IL1.txt	il1	0.933333
inoh	IL-1_signaling~through_JNK_cascade~~canonical~_~_IL-1_signaling_pathway_~through_JNK_cascade~_~.txt	netpath	IL1.txt	il1	1.000000
inoh	IL-2_signaling_pathway~JAK1_JAK3_STAT5~_~_IL-2_signaling~JAK1_JAK3_STAT5~_~.txt	netpath	IL2.txt	il2	1.000000
inoh	IL-4_signaling_pathway~JAK1_JAK3_STAT6~_~_IL-4_signaling~JAK1_JAK3_STAT6~_~.txt	netpath	IL4.txt	il4	1.000000
inoh	IL-7_signaling_pathway~JAK1_JAK3_STAT5~_~_IL-7_signaling~JAK1_JAK3_STAT5~_~.txt	netpath	IL7.txt	il7	0.666667
inoh	IL-6_signaling_pathway~JAK1_JAK2_STAT3~_~_IL-6_signaling~JAK1_JAK2_STAT3~_~.txt	netpath	IL6.txt	il6	1.000000
inoh	IL-1_signaling_pathway_~through_p38_cascade~_~_IL-1_signaling_pathway_~through_p38_cascade~_~.txt	netpath	IL1.txt	il1	1.000000
inoh	Signaling_without_Wnt_~Canonical~_~_Canonical_Wnt_signaling_pathway_Diagram_~.txt	netpath	Wnt.txt	wnt	0.250000
inoh	JNK_cascade_~_IL-1_signaling_pathway_~through_JNK_cascade~_~.txt	netpath	IL1.txt	il1	0.187500
inoh	p38_cascade_~_IL-1_signaling_pathway_~through_p38_cascade~_~.txt	netpath	IL1.txt	il1	0.187500
inoh	Integrin_signaling_pathway_~_Integrin_signaling_pathway_~.txt	pid	Integrin_family_cell_surface_interactions.txt	integrin	0.216667
inoh	AKT~PKB~-Bad_signaling_~_EPO_signaling_pathway~JAK2_STAT1_STAT3_STAT5~_~.txt	pid	EPO_signaling_pathway.txt	epo	0.167630
inoh	VEGF_signaling_pathway_~_VEGF_signaling_pathway_~.txt	pid	VEGF_and_VEGFR_signaling_network.txt	vegf	0.038251
inoh	Negative_feedback_regulation_pathway_of_TGF_beta_superfamily_signaling_by_~binding_of_smad6-7_and_TGF_beta_receptor_I~_~_TGF-beta_super_family_signaling_pathway~canonical~_~.txt	pid	Signaling_events_mediated_by_HDAC_Class_I.txt	i	0.125000
inoh	TGF_beta_receptor_I_degradation_signaling_~_TGF-beta_super_family_signaling_pathway~canonical~_~.txt	pid	Signaling_events_mediated_by_HDAC_Class_I.txt	i	0.023256
inoh	Canonical_Notch_signaling_pathway_~_Notch_signaling_pathway_Diagram_~.txt	pid	Notch_signaling_pathway.txt	notch	0.736842
inoh	Adenylate_cyclase_inactivation_signaling_~_GPCR_signaling_~G_alpha_i~_~.txt	pid	Fc-epsilon_receptor_I_signaling_in_mast_cells.txt	i	0.166667
inoh	Heterotrimeric_GPCR_signaling_pathway_~through_G_alpha_i_and_pertussis_toxin~_~_GPCR_signaling_~pertussis_toxin~_~.txt	pid	Fc-epsilon_receptor_I_signaling_in_mast_cells.txt	i	0.080357
inoh	Heterotrimeric_GPCR_signaling_pathway_~through_G_alpha_q,_PLC_beta_and_ERK_cascade~_~_GPCR_signaling_~G_alpha_q~_~.txt	pid	Regulation_of_nuclear_beta_catenin_signaling_and_target_gene_transcription.txt	beta	0.008511
inoh	Heterotrimeric_GPCR_signaling_pathway_~through_G_alpha_s_ACs_PKA_BRaf_and_ERKcascade~~canonical~_~_GPCR_signaling_~G_alpha_s,_PKA_and_ERK~_~.txt	pid	Validated_nuclear_estrogen_receptor_alpha_network.txt	alpha	0.004484
inoh	G_alpha_i_GDP-GTP_exchange_signaling_~_GPCR_signaling_~G_alpha_i~_~.txt	pid	Fc-epsilon_receptor_I_signaling_in_mast_cells.txt	i	0.083333
inoh	Canonical_Wnt_signaling_pathway_~_Canonical_Wnt_signaling_pathway_Diagram_~.txt	pid	Wnt_signaling_network.txt	wnt	0.232143
inoh	AKT~PKB~-TOR_signaling_~_Insulin_receptor_signaling_~.txt	pid	Insulin_Pathway.txt	insulin	0.461538
inoh	Beta_catenin_degradation_signaling_~Canonical~_~_Canonical_Wnt_signaling_pathway_Diagram_~.txt	pid	Degradation_of_beta_catenin.txt	catenin|beta|degradation	1.000000
inoh	Stabilization_and_accumulation_of_cytoplasmic_beta-catenin_~Canonical~_~_Canonical_Wnt_signaling_pathway_Diagram_~.txt	pid	Wnt_signaling_network.txt	wnt	0.458333
inoh	Insulin_receptor_signaling_~_Insulin_receptor_signaling_~.txt	pid	Insulin_Pathway.txt	insulin	0.277778
inoh	ERK_cascade_~_CD4_T_cell_receptor_signaling_~ERK_cascade~_~.txt	pid	Ras_signaling_in_the_CD4+_TCR_pathway.txt	cd4	0.600000
inoh	ERK_cascade_~_FGF_signaling_pathway_~.txt	pid	FGF_signaling_pathway.txt	fgf	0.352941
inoh	ERK_cascade_~_IGF1_signaling_pathway_~.txt	pid	IGF1_pathway.txt	igf1	0.125000
inoh	Fas_signaling_pathway_~_Fas_signaling_pathway_~.txt	pid	FAS_~CD95~_signaling_pathway.txt	fas	0.571429
inoh	IKK_activation_signaling_~through_PKC_theta_and_CARMA1:BCL10:MALT1~_~_CD4_T_cell_receptor_signaling_~NF-kB_cascade~_~.txt	pid	TCR_signaling_in_naïve_CD4+_T_cells.txt	cd4	0.700000
inoh	Signaling_with_Wnt_~Canonical~_~_Canonical_Wnt_signaling_pathway_Diagram_~.txt	pid	Wnt_signaling_network.txt	wnt	0.382979
inoh	Ci-Gli_processing_signaling_~_Hedgehog_signaling_pathway_~.txt	pid	Hedgehog_signaling_events_mediated_by_Gli_proteins.txt	hedgehog	0.352941
inoh	Gli_processing_signaling_~_Hedgehog_signaling_pathway_~.txt	pid	Hedgehog_signaling_events_mediated_by_Gli_proteins.txt	hedgehog|gli	0.266667
inoh	NF-kB_signaling_~_IL-1_signaling_pathway_~through_NF-kappaB~_~.txt	pid	Canonical_NF-kappaB_pathway.txt	nfkappab	0.583333
inoh	Toll-like_receptor_signaling_pathway_~p38_cascade~_~_Toll-like_receptor_signaling_pathway_~p38_cascade~_~.txt	pid	p38_MAPK_signaling_pathway.txt	p38	0.285714
inoh	Toll-like_receptor_signaling_pathway_~through_ECSIT,_MEKK1,_MKKs,_JNK_cascade~_~_Toll-like_receptor_signaling_pathway_~through_ECSIT,_MEKK1,_MKKs,_JNK_cascade~_~.txt	pid	JNK_signaling_in_the_CD4+_TCR_pathway.txt	jnk	0.066667
inoh	Toll-like_receptor_signaling_pathway_~through_ECSIT,_MEKK1,_MKKs,_p38_cascade~_~_Toll-like_receptor_signaling_pathway_~through_ECSIT,_MEKK1,_MKKs,_p38_cascade~_~.txt	pid	p38_MAPK_signaling_pathway.txt	p38	0.357143
inoh	Toll-like_receptor_signaling_pathway_~through_LPS,_TLR4,_MyD88,_IRAK,_TAK1_and_IKK-NF-kappaB_cascade~~Canonical~_~_Toll-like_receptor_signaling_pathway_~trough_NF-kappaB~_~.txt	pid	Canonical_NF-kappaB_pathway.txt	nfkappab	0.076923
inoh	T_cell_receptor_signaling_~PLC_gamma,_PKC,_Ras_and_ERK_cascade~_~_CD4_T_cell_receptor_signaling_~ERK_cascade~_~.txt	pid	TCR_signaling_in_naïve_CD4+_T_cells.txt	cd4	0.551724
inoh	T_cell_receptor_signaling_pathway_~_CD4_T_cell_receptor_signaling_~.txt	pid	TCR_signaling_in_naïve_CD4+_T_cells.txt	cd4	0.514286
inoh	CD28_signaling_~_CD4_T_cell_receptor_signaling_~NF-kB_cascade~_~.txt	pid	TCR_signaling_in_naïve_CD4+_T_cells.txt	cd4	0.857143
inoh	IL-3_signaling_pathway~JAK1_JAK2_STAT5~_~_IL-3_signaling~JAK1_JAK2_STAT5~_~.txt	pid	IL2_signaling_events_mediated_by_STAT5.txt	stat5	0.428571
inoh	IL-5_signaling_pathway~JAK1_JAK2_STAT1_STAT5~_~_IL-5_signaling~JAK1_JAK2_STAT1_STAT5~_~.txt	pid	IL2_signaling_events_mediated_by_STAT5.txt	stat5	0.363636
inoh	EPO_signaling_pathway~JAK2_STAT1_STAT3_STAT5~_~_EPO_signaling_pathway~JAK2_STAT1_STAT3_STAT5~_~.txt	pid	EPO_signaling_pathway.txt	epo	0.583333
inoh	FGF_signaling_pathway_~_FGF_signaling_pathway_~.txt	pid	FGF_signaling_pathway.txt	fgf	0.522727
inoh	JNK_cascade_~_CD4_T_cell_receptor_signaling_~JNK_cascade~_~.txt	pid	JNK_signaling_in_the_CD4+_TCR_pathway.txt	cd4|jnk	0.500000
inoh	JNK_cascade_~_CD4_T_cell_receptor_signaling_~.txt	pid	JNK_signaling_in_the_CD4+_TCR_pathway.txt	cd4|jnk	0.400000
inoh	Notch_secretory_pathway_~_Notch_signaling_pathway_Diagram_~.txt	pid	Notch_signaling_pathway.txt	notch	1.000000
inoh	Growth_hormone_signaling_pathway~JAK2_STAT5~_~_Growth_hormone_signaling~JAK2_STAT5~_~.txt	pid	IL2_signaling_events_mediated_by_STAT5.txt	stat5	0.333333
inoh	IGF1_signaling_pathway_~_IGF1_signaling_pathway_~.txt	pid	IGF1_pathway.txt	igf1	0.481481
inoh	PDGF_signaling_pathway_~_PDGF_signaling_pathway_~.txt	pid	PDGF_receptor_signaling_network.txt	pdgf	0.266667
inoh	Negative_regulation_of_~transcription_by_R-smad:smad4~_in_TGF_beta_super_family_signaling_pathway_~_TGF-beta_super_family_signaling_pathway~canonical~_~.txt	pid	Regulation_of_nuclear_beta_catenin_signaling_and_target_gene_transcription.txt	beta	0.238095
inoh	Raf_activation_signaling_~through_RasGRP~_~_CD4_T_cell_receptor_signaling_~ERK_cascade~_~.txt	pid	Ras_signaling_in_the_CD4+_TCR_pathway.txt	cd4	0.750000
inoh	Raf_activation_signaling_~through_RasGRP~_~_CD4_T_cell_receptor_signaling_~.txt	pid	Ras_signaling_in_the_CD4+_TCR_pathway.txt	cd4	0.714286
inoh	IL-12_signaling_pathway~JAK2_TYK2_STAT4~_~_IL-12_signaling~JAK2_TYK2_STAT4~_~.txt	pid	IL12_signaling_mediated_by_STAT4.txt	stat4|il12	0.142857
inoh	IL-23_signaling_pathway~JAK2_TYK2_STAT3_STAT4~_~_IL-23_signaling~JAK2_TYK2_STAT3_STAT4~_~.txt	pid	IL12_signaling_mediated_by_STAT4.txt	stat4	0.333333
inoh	IL-1_signaling~through_IKK-NFkB_cascade~~canonical~_~_IL-1_signaling_pathway_~through_NF-kappaB~_~.txt	pid	Canonical_NF-kappaB_pathway.txt	nfkappab	0.066667
inoh	IL-1_signaling~through_JNK_cascade~~canonical~_~_IL-1_signaling_pathway_~through_JNK_cascade~_~.txt	pid	JNK_signaling_in_the_CD4+_TCR_pathway.txt	jnk	0.071429
inoh	IL-2_signaling_pathway~JAK1_JAK3_STAT5~_~_IL-2_signaling~JAK1_JAK3_STAT5~_~.txt	pid	IL2_signaling_events_mediated_by_STAT5.txt	il2|stat5	1.000000
inoh	IL-7_signaling_pathway~JAK1_JAK3_STAT5~_~_IL-7_signaling~JAK1_JAK3_STAT5~_~.txt	pid	IL2_signaling_events_mediated_by_STAT5.txt	stat5	0.583333
inoh	IL-1_signaling_pathway_~through_p38_cascade~_~_IL-1_signaling_pathway_~through_p38_cascade~_~.txt	pid	p38_MAPK_signaling_pathway.txt	p38	0.800000
inoh	Signaling_without_Wnt_~Canonical~_~_Canonical_Wnt_signaling_pathway_Diagram_~.txt	pid	Presenilin_action_in_Notch_and_Wnt_signaling.txt	wnt	0.125000
inoh	JNK_cascade_~_IL-1_signaling_pathway_~through_JNK_cascade~_~.txt	pid	JNK_signaling_in_the_CD4+_TCR_pathway.txt	jnk	0.500000
inoh	JNK_cascade_~_Toll-like_receptor_signaling_pathway_~through_ECSIT,_MEKK1,_MKKs,_JNK_cascade~_~.txt	pid	JNK_signaling_in_the_CD4+_TCR_pathway.txt	jnk	0.583333
inoh	JNK_cascade_~_Toll-like_receptor_signaling_pathway_~through_JNK_cascade~_~.txt	pid	JNK_signaling_in_the_CD4+_TCR_pathway.txt	jnk	0.583333
inoh	p38_cascade_~_IL-1_signaling_pathway_~through_p38_cascade~_~.txt	pid	p38_MAPK_signaling_pathway.txt	p38	0.312500
inoh	p38_cascade_~_Toll-like_receptor_signaling_pathway_~p38_cascade~_~.txt	pid	p38_MAPK_signaling_pathway.txt	p38	0.384615
inoh	p38_cascade_~_Toll-like_receptor_signaling_pathway_~through_ECSIT,_MEKK1,_MKKs,_p38_cascade~_~.txt	pid	p38_MAPK_signaling_pathway.txt	p38	0.384615
inoh	p38_cascade_~_BMP2_signaling~through_TAK1~_~.txt	pid	p38_MAPK_signaling_pathway.txt	p38	0.625000
inoh	JNK_cascade_~_TNFR1_signaling_pathway_~.txt	pid	JNK_signaling_in_the_CD4+_TCR_pathway.txt	jnk	0.625000
inoh	TGF_beta_signaling_pathway~through_TAK1~_~_TGF-beta_signaling~through_TAK1~_~.txt	pid	TGF-beta_receptor_signaling.txt	tgfbeta	0.875000
inoh	Negative_regulation_of_~nuclear_import_of_R-smad:smad4~_in_TGF_beta_super_family_signaling_pathway_~_TGF-beta_super_family_signaling_pathway~canonical~_~.txt	pid	FoxO_family_signaling.txt	family	0.272727
inoh	Integrin_signaling_pathway_~_Integrin_signaling_pathway_~.txt	panther	Integrin_signalling_pathway.txt	integrin	0.633333
inoh	VEGF_signaling_pathway_~_VEGF_signaling_pathway_~.txt	panther	VEGF_signaling_pathway.txt	vegf	0.169399
inoh	Positive_regulation_of_~Transcription_of_SOCS_by_STAT_dimer~_in_JAK_STAT_pathway_~_JAK-STAT_pathway_and_regulation_pathway_Diagram_~.txt	panther	JAK-STAT_signaling_pathway.txt	jakstat	0.056180
inoh	Canonical_Notch_signaling_pathway_~_Notch_signaling_pathway_Diagram_~.txt	panther	Notch_signaling_pathway.txt	notch	0.684211
